4350;180.0
2799;156.0
4808;56.0
510;22.0
293;45.0
8208;36.0
5289;85.0
1028;57.0
8330;27.0
4156;90.0
2731;85.0
6528;35.0
3143;150.0
552;36.0
5279;30.0
869;45.0
1192;23.0
7743;90.0
5350;45.0
4569;35.0
9344;50.0
1386;89.0
903;58.0
6782;20.0
8506;30.0
2582;41.0
7853;60.0
282;45.0
1738;62.0
5670;61.0
6015;25.0
8815;155.0
7637;58.0
5749;25.0
2013;69.0
4439;80.0
5192;30.0
6815;30.0
6506;25.0
3062;31.0
8171;20.0
2173;59.0
6329;25.0
895;58.0
9076;66.0
6776;75.0
3124;85.0
6624;55.0
5200;65.0
7144;14.0
3759;25.0
5212;89.0
3906;45.0
3942;39.0
6050;35.0
2629;80.0
5664;25.0
734;18.0
8217;115.0
8993;113.0
4046;100.0
1303;75.0
7640;35.0
2007;70.0
8467;20.0
8732;99.0
7788;30.0
6491;59.0
5452;52.0
6618;60.0
470;85.0
6142;129.0
3136;85.0
8748;46.0
7596;75.0
8087;22.0
2328;23.0
2967;63.0
8978;120.0
6747;60.0
934;41.0
9370;98.0
85;35.0
4054;21.0
4068;61.0
2011;46.0
8611;33.0
2900;27.0
7420;79.0
4152;30.0
8187;20.0
5694;47.0
7478;80.0
1280;20.0
7962;40.0
9574;55.0
9632;70.0
3760;45.0
1187;110.0
309;38.0
5048;75.0
8707;115.0
571;45.0
5733;78.0
4682;61.0
5100;55.0
8167;30.0
4761;18.0
7914;79.0
1603;70.0
7633;130.0
5929;23.0
7676;85.0
106;60.0
4098;30.0
387;85.0
6133;59.0
5194;22.0
7110;25.0
1471;80.0
5816;33.0
9078;63.0
5337;90.0
6289;19.0
8351;20.0
3134;22.0
9602;69.0
2805;69.0
7951;22.0
1007;20.0
8829;26.0
2607;35.0
4141;81.0
2722;17.0
2549;63.0
5323;35.0
7195;20.0
1013;25.0
589;33.0
6535;70.0
945;150.0
9471;110.0
5728;75.0
119;65.0
3429;35.0
5592;70.0
6198;70.0
2944;28.0
8987;17.0
2810;80.0
6180;43.0
5663;65.0
9696;23.0
6807;25.0
9244;25.0
5843;140.0
2060;70.0
2213;150.0
1567;99.0
6102;75.0
8101;70.0
4172;35.0
4913;43.0
2285;24.0
2764;35.0
7406;29.0
2398;30.0
981;30.0
2056;30.0
628;110.0
6507;29.0
7212;68.0
8621;50.0
8205;107.0
1859;89.0
6022;25.0
4030;79.0
5602;120.0
5187;40.0
1846;29.0
8694;60.0
8461;28.0
7409;75.0
8476;75.0
8943;25.0
672;17.0
3943;18.0
4331;59.0
5219;124.0
716;20.0
5526;85.0
5513;140.0
6023;42.0
4640;58.0
1101;35.0
3064;85.0
6758;25.0
7586;30.0
683;21.0
2369;45.0
7052;35.0
1468;28.0
2134;70.0
3126;150.0
8542;25.0
2541;81.0
8671;85.0
4176;45.0
7210;125.0
7862;60.0
5189;40.0
5490;25.0
2853;20.0
3247;89.0
4431;80.0
3643;19.0
7615;65.0
941;68.0
1743;99.0
3702;38.0
938;51.0
8940;80.0
4139;18.0
9253;75.0
6850;30.0
6628;42.0
3756;40.0
2330;17.0
8431;65.0
6228;60.0
3769;45.0
3369;86.0
3013;40.0
170;69.0
5020;15.0
8;37.0
9556;33.0
8257;34.0
8665;35.0
1615;135.0
5024;16.0
1450;70.0
197;120.0
9169;49.0
5023;19.0
7140;120.0
9251;159.0
3594;80.0
6620;75.0
4750;40.0
12;160.0
5806;65.0
4788;27.0
210;182.0
4702;40.0
8882;20.0
3536;45.0
5148;74.0
3924;70.0
1163;12.0
9070;19.0
256;65.0
6315;25.0
4752;75.0
1078;24.0
2149;60.0
1729;68.0
3810;15.0
9061;15.0
5606;42.0
7728;55.0
656;40.0
5334;59.0
6681;26.0
6532;100.0
6055;76.0
489;23.0
771;38.0
5135;50.0
2695;150.0
4100;40.0
8845;65.0
1061;95.0
3778;28.0
9245;20.0
7584;35.0
3307;43.0
2548;36.0
813;40.0
7132;55.0
9382;90.0
2500;18.0
1412;140.0
5385;55.0
1352;18.0
2543;75.0
7012;17.0
2533;50.0
7106;68.0
7927;42.0
2826;71.0
498;104.0
6809;75.0
6616;30.0
3561;63.0
5964;19.0
3900;90.0
1573;38.0
162;130.0
4961;35.0
3644;50.0
5343;18.0
2782;61.0
2217;150.0
7824;88.0
4296;50.0
2754;19.0
5259;27.0
2864;20.0
7631;59.0
8572;22.0
4531;110.0
8434;30.0
8200;50.0
7387;70.0
1417;25.0
2909;33.0
4192;32.0
3600;59.0
4674;22.0
1098;19.0
1802;44.0
7692;80.0
8675;60.0
4809;75.0
9074;55.0
1907;45.0
3747;110.0
2934;50.0
302;130.0
8326;48.0
1067;25.0
1363;43.0
951;90.0
6552;50.0
8602;70.0
7201;20.0
3016;29.0
1805;100.0
2046;75.0
4955;25.0
5444;18.0
7698;15.0
3493;50.0
8967;42.0
1633;30.0
2231;80.0
3463;20.0
4273;50.0
3485;94.0
3050;60.0
4166;62.0
1162;35.0
3421;99.0
1077;53.0
4039;139.0
3611;45.0
5650;34.0
2784;42.0
1744;21.0
7898;43.0
637;100.0
5101;27.0
2250;54.0
5301;60.0
4399;52.0
3402;23.0
6513;25.0
6038;50.0
1100;21.0
7736;48.0
7053;65.0
7030;16.0
9529;45.0
5635;50.0
9637;27.0
8948;35.0
4272;38.0
3885;17.0
3743;45.0
5862;69.0
6293;40.0
3059;15.0
1426;25.0
150;22.0
2348;55.0
8579;80.0
7355;35.0
7626;50.0
4262;75.0
6460;80.0
750;30.0
3949;25.0
6725;30.0
7416;28.0
6049;50.0
7427;52.0
6880;65.0
9211;30.0
4952;26.0
5386;32.0
4630;65.0
980;70.0
963;30.0
199;55.0
7592;115.0
5648;54.0
2681;23.0
2451;55.0
3857;65.0
2801;78.0
390;90.0
9111;100.0
5707;75.0
6683;50.0
8557;20.0
2520;80.0
1066;32.0
9109;55.0
3317;80.0
9534;35.0
974;50.0
4811;55.0
4416;80.0
9378;60.0
1900;70.0
1812;25.0
1983;61.0
5267;30.0
2342;52.0
4781;19.0
3434;20.0
5570;71.0
3549;22.0
9621;40.0
4189;50.0
9500;35.0
3243;30.0
3446;18.0
3721;160.0
5957;50.0
8422;105.0
9351;49.0
5627;32.0
1194;35.0
3753;80.0
4742;105.0
5572;28.0
1870;23.0
1122;110.0
6600;60.0
7669;65.0
6239;55.0
2475;85.0
2070;110.0
71;40.0
8083;39.0
5234;100.0
8125;20.0
8183;15.0
6081;78.0
3751;45.0
928;35.0
8357;33.0
7330;50.0
3958;25.0
3749;70.0
8562;60.0
5709;85.0
4254;27.0
3233;25.0
588;28.0
2005;103.0
1148;22.0
2018;25.0
6967;46.0
1505;50.0
7063;35.0
6380;70.0
7056;50.0
1517;29.0
1096;19.0
8682;180.0
7206;40.0
2617;50.0
878;50.0
8139;17.0
4545;35.0
2525;85.0
8034;59.0
6567;20.0
9056;60.0
4712;45.0
6900;45.0
2551;23.0
1923;20.0
7386;35.0
1732;60.0
6188;33.0
2936;35.0
7058;20.0
4517;42.0
9600;130.0
7102;90.0
3557;50.0
3195;39.0
8871;35.0
9235;18.0
677;68.0
3410;58.0
3075;45.0
7581;40.0
6666;65.0
7748;125.0
9609;35.0
3392;25.0
5873;20.0
5040;60.0
4651;19.0
8772;98.0
7054;14.0
8464;79.0
4991;20.0
8219;32.0
7491;35.0
2101;19.0
1390;45.0
7367;28.0
8329;22.0
6441;60.0
6219;65.0
6477;23.0
8349;26.0
4151;64.0
9502;29.0
4950;80.0
1654;75.0
3579;60.0
9053;50.0
4102;22.0
4076;25.0
1113;73.0
1443;110.0
3568;23.0
2294;36.0
765;15.0
2577;23.0
4732;25.0
824;50.0
2160;30.0
2888;100.0
6489;55.0
6177;25.0
4734;88.0
731;68.0
6301;24.0
3619;35.0
9492;28.0
4157;70.0
1356;15.0
1587;95.0
3127;25.0
7737;45.0
400;49.0
7828;140.0
1569;35.0
9277;75.0
2972;110.0
1913;20.0
4882;25.0
4028;64.0
5462;55.0
9145;40.0
1321;32.0
8922;36.0
1768;165.0
2111;60.0
7470;50.0
2652;100.0
3676;99.0
2837;25.0
6072;49.0
6;150.0
4415;140.0
468;29.0
6446;25.0
9622;75.0
4637;49.0
5292;45.0
4455;76.0
4609;49.0
7556;16.0
5899;75.0
5736;50.0
9248;25.0
264;169.0
4815;119.0
3129;45.0
9643;87.0
218;35.0
696;10.0
3131;120.0
1925;47.0
5052;30.0
7329;85.0
9512;40.0
7667;65.0
7928;89.0
5218;25.0
5834;35.0
600;20.0
5921;17.0
2168;30.0
6818;85.0
2849;30.0
5220;43.0
9183;30.0
7747;110.0
4027;129.0
5743;38.0
8178;70.0
1463;32.0
2886;70.0
6296;30.0
4369;80.0
9638;35.0
5697;45.0
2555;81.0
5241;19.0
3452;40.0
818;59.0
8295;170.0
474;100.0
2978;30.0
1694;39.0
6075;53.0
6685;50.0
9306;25.0
5309;120.0
6637;17.0
2318;50.0
9506;95.0
3462;15.0
4559;60.0
8836;50.0
4888;15.0
462;100.0
7404;50.0
7184;90.0
3468;19.0
7260;180.0
732;180.0
7575;60.0
4720;95.0
8059;55.0
5883;27.0
6185;82.0
4672;39.0
5832;75.0
7254;80.0
6174;70.0
9154;60.0
6168;50.0
9035;96.0
8228;18.0
323;75.0
4348;35.0
2783;80.0
3011;24.0
7424;105.0
3006;30.0
4223;30.0
5045;21.0
5456;22.0
4563;70.0
3395;48.0
8666;65.0
5046;20.0
6242;27.0
8863;20.0
546;195.0
4502;45.0
2103;37.0
9063;21.0
3005;25.0
2516;48.0
3105;100.0
7978;75.0
2444;85.0
4831;130.0
1395;100.0
8052;70.0
5502;19.0
9347;12.0
8471;10.0
648;40.0
3590;17.0
5994;25.0
9260;25.0
1437;69.0
3678;64.0
591;55.0
5193;60.0
5255;34.0
7507;80.0
4067;160.0
954;85.0
1878;105.0
7986;100.0
5942;50.0
1305;140.0
6493;95.0
1127;100.0
9463;58.0
5655;88.0
5675;22.0
1955;20.0
6525;30.0
8854;110.0
9305;36.0
1361;35.0
863;40.0
2302;45.0
6067;90.0
3149;15.0
2;77.0
8284;56.0
6279;30.0
5636;50.0
9684;25.0
2020;75.0
8276;180.0
34;72.0
322;95.0
2081;110.0
4796;25.0
5900;50.0
4656;40.0
6622;115.0
8910;40.0
899;35.0
96;63.0
815;31.0
5479;38.0
467;50.0
1865;24.0
3072;39.0
9202;19.0
1015;60.0
7104;28.0
7613;25.0
8008;18.0
7362;22.0
5718;105.0
9007;44.0
9113;78.0
3182;22.0
1752;22.0
6802;30.0
1225;70.0
5525;59.0
7217;18.0
6175;110.0
6280;20.0
4446;35.0
67;50.0
865;30.0
280;40.0
4344;29.0
1300;45.0
361;25.0
4481;70.0
9591;55.0
8999;65.0
8129;22.0
4594;85.0
4397;40.0
1197;125.0
3123;110.0
7716;74.0
7460;30.0
4239;60.0
8043;21.0
4411;35.0
3571;70.0
8825;30.0
5757;37.0
9472;38.0
3835;79.0
3382;49.0
4631;22.0
1758;45.0
5124;60.0
1980;20.0
8935;40.0
2709;29.0
4733;80.0
4427;45.0
9016;79.0
166;35.0
2602;20.0
2811;70.0
2026;25.0
5533;47.0
4673;26.0
1174;21.0
7479;25.0
8952;80.0
1601;50.0
2515;95.0
3640;90.0
1002;35.0
6437;18.0
1498;85.0
3114;18.0
1324;100.0
4413;25.0
873;23.0
6083;79.0
6338;50.0
3165;115.0
2332;100.0
5532;30.0
6675;55.0
125;18.0
6989;30.0
1596;120.0
2400;50.0
5597;58.0
7576;40.0
2738;50.0
1087;145.0
2017;65.0
2998;14.0
6956;20.0
7979;19.0
8233;34.0
9409;65.0
5919;29.0
6890;50.0
992;25.0
9554;20.0
3511;99.0
8503;135.0
9141;45.0
9350;59.0
7095;40.0
3801;35.0
927;45.0
6085;35.0
2042;20.0
6573;32.0
318;74.0
5144;49.0
3460;16.0
7033;20.0
5170;84.0
9645;25.0
2471;50.0
6564;16.0
5645;90.0
4956;21.0
1146;37.0
3802;78.0
7920;75.0
4579;15.0
4996;47.0
9072;75.0
9693;69.0
401;175.0
6253;75.0
438;70.0
3128;100.0
3108;33.0
8931;25.0
1897;49.0
3695;22.0
5121;50.0
6899;30.0
8791;39.0
6495;40.0
6667;25.0
3795;20.0
491;18.0
6565;20.0
931;47.0
4779;37.0
9522;36.0
1555;85.0
7761;185.0
6765;52.0
8013;69.0
1000;17.0
6687;29.0
9068;32.0
682;19.0
634;139.0
8105;50.0
8909;60.0
8672;75.0
7974;107.0
7083;25.0
2093;155.0
5425;35.0
6340;35.0
6831;19.0
7709;25.0
5084;25.0
6429;20.0
6138;30.0
9181;16.0
8767;26.0
8603;30.0
3125;70.0
5225;130.0
4457;25.0
1043;25.0
1160;21.0
8018;40.0
2304;18.0
3135;18.0
8449;30.0
3970;89.0
5349;43.0
2842;79.0
7542;34.0
2845;20.0
6216;140.0
3694;38.0
7267;25.0
961;29.0
6137;25.0
2157;90.0
7710;65.0
8419;49.0
216;16.0
313;90.0
5742;69.0
6304;150.0
9661;99.0
2192;47.0
5159;30.0
7657;100.0
6994;26.0
3956;49.0
3895;25.0
8902;55.0
1842;21.0
8685;99.0
1198;40.0
8965;150.0
1082;50.0
4518;20.0
4990;35.0
3607;100.0
7129;37.0
967;75.0
8819;40.0
1773;33.0
171;28.0
5184;35.0
5983;75.0
1918;15.0
6955;32.0
6853;18.0
4881;59.0
7399;90.0
726;55.0
1789;120.0
3223;59.0
8907;45.0
3063;75.0
3733;31.0
6737;38.0
371;50.0
7050;189.0
1478;28.0
7345;160.0
4587;20.0
3111;28.0
1781;35.0
7900;47.0
9568;40.0
2658;23.0
4688;55.0
2305;15.0
4183;55.0
1262;100.0
7976;26.0
8764;58.0
2868;85.0
6328;75.0
9494;55.0
3578;185.0
8843;30.0
4790;65.0
5136;39.0
5098;22.0
1399;105.0
6739;60.0
4988;25.0
352;15.0
8194;30.0
3058;125.0
4159;66.0
9538;25.0
8887;49.0
9386;68.0
8380;95.0
9571;39.0
8852;45.0
8000;43.0
799;58.0
7359;10.0
7548;50.0
8014;80.0
1070;150.0
1403;80.0
6584;20.0
4533;75.0
9196;30.0
7154;20.0
4806;105.0
3116;76.0
1829;99.0
8418;41.0
7462;19.0
148;55.0
442;20.0
7540;110.0
2257;68.0
4057;30.0
4007;38.0
2635;40.0
9466;59.0
989;65.0
7197;61.0
3522;53.0
3299;10.0
6742;40.0
6790;95.0
5445;30.0
5476;69.0
4915;80.0
9191;50.0
3055;35.0
6161;12.0
4341;85.0
6836;60.0
9219;33.0
8292;21.0
7295;45.0
7002;130.0
8570;29.0
7306;25.0
5103;20.0
3151;120.0
3311;35.0
7628;85.0
9373;70.0
1772;55.0
1181;160.0
3051;45.0
5672;50.0
3785;85.0
4958;49.0
8812;79.0
254;100.0
8007;20.0
3464;22.0
5596;70.0
7016;25.0
2892;55.0
3158;74.0
6919;50.0
8837;144.0
1902;35.0
8415;65.0
3169;11.0
6997;99.0
406;55.0
5319;65.0
6749;45.0
3841;40.0
6386;39.0
1830;35.0
5436;18.0
3915;29.0
3254;35.0
121;45.0
7117;49.0
3714;65.0
7403;45.0
2594;45.0
2002;100.0
83;70.0
2869;18.0
7487;19.0
6861;90.0
3742;71.0
2164;30.0
2831;20.0
4043;190.0
4833;69.0
6541;110.0
1053;25.0
8818;35.0
7220;25.0
7008;20.0
2183;30.0
1358;25.0
8374;30.0
8272;36.0
5429;18.0
343;30.0
9566;53.0
9544;29.0
7414;30.0
6615;23.0
7899;77.0
3776;30.0
896;91.0
3910;23.0
3238;35.0
8858;100.0
2955;80.0
7741;22.0
4438;99.0
518;42.0
9126;74.0
4574;40.0
7849;55.0
948;60.0
1109;63.0
5535;90.0
8867;22.0
2301;39.0
327;50.0
4766;25.0
7642;40.0
3965;30.0
4184;50.0
3880;136.0
9319;77.0
7248;90.0
6711;60.0
4936;80.0
3620;85.0
7315;32.0
7987;87.0
4304;105.0
8026;120.0
154;55.0
7089;60.0
3960;60.0
3833;29.0
1503;55.0
2985;21.0
8416;110.0
9178;25.0
4128;58.0
7029;25.0
2663;30.0
6588;40.0
6181;30.0
7711;20.0
4774;45.0
5078;29.0
8126;43.0
6428;40.0
581;54.0
4468;29.0
3489;75.0
9299;120.0
6933;78.0
5326;22.0
4771;50.0
8354;40.0
9019;55.0
1910;42.0
1524;89.0
8574;20.0
9164;15.0
6398;19.0
7126;86.0
8327;39.0
7712;75.0
9333;25.0
7332;49.0
3800;36.0
6259;65.0
7505;30.0
5154;116.0
5468;99.0
4524;70.0
902;100.0
3435;80.0
5975;150.0
4425;53.0
1886;73.0
8511;18.0
4268;55.0
8277;73.0
2075;65.0
1991;33.0
1775;38.0
9330;110.0
3876;70.0
4342;69.0
3222;30.0
8442;30.0
7583;89.0
2331;15.0
6129;45.0
9034;70.0
2320;46.0
8399;59.0
8061;27.0
2219;90.0
7287;20.0
3719;35.0
5793;85.0
4328;80.0
2357;50.0
8593;65.0
5421;68.0
4093;13.0
4319;60.0
496;30.0
9065;80.0
6284;17.0
2083;90.0
2346;45.0
9262;19.0
7684;89.0
7268;50.0
8347;39.0
7847;48.0
3349;32.0
5408;50.0
3331;145.0
1291;45.0
2898;74.0
2759;49.0
8974;131.0
1532;57.0
8880;30.0
8150;45.0
3010;34.0
9355;44.0
1967;70.0
3928;28.0
1514;55.0
484;21.0
4023;75.0
7039;49.0
3281;160.0
5610;30.0
9046;65.0
6891;180.0
4527;20.0
4445;18.0
1561;90.0
3414;80.0
2923;180.0
2124;101.0
409;49.0
5233;27.0
2991;120.0
2522;70.0
988;150.0
7516;45.0
6245;42.0
5034;35.0
465;50.0
6780;68.0
5169;24.0
5285;100.0
834;34.0
3713;85.0
3406;37.0
603;50.0
643;20.0
3484;42.0
6804;92.0
919;115.0
4786;40.0
2206;20.0
654;25.0
7009;20.0
6171;65.0
2260;40.0
5082;20.0
1893;80.0
3283;46.0
8799;25.0
7452;15.0
703;72.0
4434;50.0
3861;50.0
9186;24.0
9668;25.0
1270;80.0
6048;95.0
8367;17.0
5866;19.0
2755;23.0
8874;65.0
6166;23.0
4995;24.0
2939;45.0
1928;20.0
8450;30.0
3253;30.0
2825;42.0
2785;64.0
8159;19.0
5069;40.0
8027;99.0
5314;25.0
3903;50.0
3412;35.0
908;20.0
5348;48.0
4849;80.0
1257;48.0
7522;50.0
28;75.0
559;85.0
3334;100.0
8989;19.0
6390;63.0
9029;40.0
7036;100.0
7373;50.0
9676;70.0
6562;40.0
5669;30.0
9252;30.0
3625;65.0
9546;150.0
2775;25.0
263;15.0
7003;30.0
4918;85.0
8091;40.0
856;47.0
6574;20.0
9287;23.0
6676;82.0
362;20.0
2373;30.0
9505;63.0
4312;55.0
2268;110.0
452;30.0
299;68.0
5691;18.0
4896;30.0
8020;36.0
5693;48.0
7183;145.0
2028;60.0
3262;21.0
1348;53.0
1795;60.0
7413;69.0
3553;50.0
5581;80.0
6554;39.0
893;125.0
6610;65.0
486;180.0
6499;45.0
5524;60.0
7855;49.0
6238;25.0
5365;63.0
1712;66.0
2824;60.0
5424;30.0
5406;95.0
811;68.0
7028;73.0
7793;75.0
9552;25.0
8154;16.0
8946;95.0
1518;100.0
598;35.0
6698;70.0
6006;60.0
1140;60.0
4193;75.0
224;19.0
994;40.0
8803;90.0
5413;30.0
3654;28.0
9059;70.0
767;55.0
7411;85.0
5494;15.0
4973;41.0
9321;60.0
3087;24.0
679;26.0
4974;125.0
8152;15.0
6372;50.0
533;30.0
4660;49.0
9430;80.0
3184;30.0
1036;50.0
9565;26.0
9310;35.0
6775;55.0
2259;46.0
8312;70.0
6855;25.0
41;50.0
8979;90.0
116;22.0
8388;39.0
5934;39.0
8743;50.0
5946;20.0
4197;39.0
8356;16.0
4453;30.0
5647;50.0
2789;90.0
5383;59.0
1847;38.0
4765;30.0
7347;59.0
3596;45.0
5302;48.0
7572;58.0
36;60.0
7151;50.0
8382;32.0
6486;180.0
8009;65.0
3141;70.0
9549;85.0
2059;60.0
7965;46.0
1041;20.0
8036;99.0
7335;65.0
4565;70.0
846;53.0
5120;40.0
9000;130.0
1283;39.0
9213;85.0
8998;89.0
3021;25.0
4525;44.0
4363;70.0
8103;75.0
8118;39.0
7230;42.0
4860;60.0
1954;15.0
2688;59.0
4513;30.0
278;20.0
3502;100.0
9184;30.0
8727;33.0
6674;31.0
8439;30.0
8397;80.0
4821;26.0
2297;20.0
1274;85.0
2434;30.0
3137;19.0
7100;20.0
6172;40.0
4478;95.0
1499;70.0
2590;20.0
698;36.0
3634;34.0
5608;18.0
6877;35.0
5143;69.0
1239;25.0
2255;70.0
4340;79.0
4467;30.0
2266;90.0
6617;16.0
9657;90.0
5698;80.0
6838;40.0
5448;122.0
7139;65.0
3048;125.0
6476;35.0
830;64.0
8896;20.0
6871;60.0
4114;23.0
2776;45.0
60;48.0
4949;65.0
2625;85.0
2661;10.0
7062;15.0
4037;30.0
8582;35.0
8726;46.0
2718;120.0
3941;85.0
3614;62.0
292;41.0
5296;139.0
5015;38.0
6170;120.0
8047;26.0
2928;30.0
4228;24.0
2366;65.0
5951;10.0
3774;45.0
1418;50.0
607;50.0
745;130.0
3328;95.0
1050;11.0
3893;54.0
1010;35.0
7159;90.0
4113;35.0
9323;39.0
6720;199.0
1807;73.0
531;67.0
2564;25.0
5077;80.0
8473;42.0
6998;59.0
614;22.0
2653;21.0
3178;35.0
9357;32.0
3617;42.0
8547;82.0
3078;47.0
4696;33.0
5547;19.0
5914;18.0
7949;10.0
9147;20.0
638;29.0
9689;85.0
8868;17.0
3940;80.0
4992;75.0
1867;30.0
6009;25.0
8147;30.0
4079;130.0
5865;73.0
4731;52.0
6941;75.0
4917;50.0
1311;118.0
6852;25.0
9539;25.0
9171;25.0
7019;28.0
1750;35.0
8029;80.0
8861;20.0
4680;105.0
4501;75.0
255;45.0
3898;50.0
7297;70.0
4938;55.0
5113;80.0
1459;20.0
1267;55.0
7258;75.0
2836;30.0
459;90.0
1794;40.0
6867;125.0
5070;40.0
2502;60.0
8080;59.0
5965;19.0
7859;31.0
5204;90.0
618;15.0
73;120.0
6514;25.0
8828;49.0
1442;24.0
9165;30.0
8851;70.0
5604;21.0
1843;35.0
9085;53.0
31;60.0
9579;60.0
608;69.0
7352;20.0
1961;14.0
5665;150.0
6582;19.0
5589;25.0
7391;32.0
3782;45.0
9365;65.0
1746;25.0
3263;30.0
131;140.0
242;65.0
3512;55.0
5500;130.0
673;50.0
7133;125.0
7813;84.0
2283;30.0
2562;26.0
539;100.0
2482;36.0
728;30.0
2692;120.0
8038;60.0
212;52.0
4944;75.0
7071;57.0
7007;16.0
693;60.0
3498;110.0
6087;73.0
7257;120.0
1827;25.0
6751;40.0
8156;30.0
2606;16.0
3168;150.0
2616;27.0
6159;20.0
8801;40.0
7621;35.0
339;46.0
9393;28.0
2458;65.0
9536;20.0
953;75.0
476;35.0
5831;50.0
2957;30.0
9249;78.0
4741;39.0
3035;30.0
5318;45.0
7558;70.0
5068;24.0
3556;22.0
8898;50.0
4939;20.0
7475;21.0
8760;108.0
5559;65.0
3854;30.0
3459;10.0
8235;55.0
5903;29.0
3989;45.0
1540;30.0
6024;27.0
3302;43.0
8211;32.0
6291;100.0
666;45.0
1891;18.0
3826;50.0
4959;32.0
5261;40.0
1839;20.0
9413;60.0
5115;37.0
4557;18.0
7294;90.0
1726;54.0
72;75.0
7289;55.0
1760;83.0
2411;69.0
2514;36.0
6769;55.0
7173;25.0
9352;100.0
4770;45.0
6614;95.0
6035;64.0
8042;35.0
2893;20.0
4793;19.0
7798;36.0
2624;17.0
4270;80.0
6134;129.0
4462;47.0
4084;80.0
2291;25.0
5826;89.0
8966;80.0
8691;100.0
1130;50.0
6140;20.0
1234;28.0
6914;22.0
9250;100.0
2334;20.0
2096;49.0
2649;17.0
2303;16.0
7550;79.0
2379;60.0
7636;75.0
325;39.0
